Appelation courante;Description;Historique/Anecdotes;Commune;Entité;Adresse actuelle;Latitude;Longitude;Photographies;r_Photographies
Cloche Saint-Pierre de l'église Saint-Pierre;Dédiée au saint-patron de l'église, Pierre, elle est la plus grosse des trois cloches sises dans le clocher. Datée de 1822, elle donne le mi bémol et pèse 1.117 kg.Source : notes de Joseph Sacré.;"Elle fait partie de trois cloches qui furent coulées sur place, d’abord installées dans l’ancienne église située au Gros d’Ohey, ensuite replacées dans le clocher de la nouvelle église (actuelle) en 1889. Comme l'expliquait Joseph Sacré, chantre-organiste depuis 1931, "" La grosse cloche et la moyenne furent dépendues le 6 mars 1944 par 7 ou 8 hommes et expédiées en Allemagne où elles étaient destinées à la refonte pour en faire des canons. Elles furent retrouvées sur un bateau à Hambourg par les armées américaines et anglaises de libération. Elles furent  ramenées le vendredi 2 novembre 1945 ainsi que les 3 de Haillot et celles de Flostoy sur un camion de l’armée américaine. Avec l’accord de Monsieur le curé Dogot, nous les avons rependues à 2 hommes seulement Narcisse Lavigne et moi-même, avec un palan et un câble de puits à terre plastique. Comme la moyenne (Marie-Louise) avait 2 oreilles cassées, nous avons foré deux trous de 25 mm de diamètre dans la tête de la cloche pour y passer deux barres de fer et pouvoir la rependre. Nous avons mis trois jours pour les remonter dans leur gîte et avons reçu chacun 1.000 frs de l’abbé Dogot. Pour la Noël 1945, elles sonnaient de nouveau à toute volée. ""
Source : notes de Joseph Sacré.

Sur le site de Vincent Duseigne, on trouve la mention d'un Joseph Perrin, fondeur lorrain auprès duquel Charles Causard, né à Maisoncelles et fondateur de la fonderie Causard , a appris le métier. Source :  http://tchorski.morkitu.org/ ";Ohey;Ohey;Place Roi Baudouin, église;50.435916;5.121444;;
Clocheton de la chapelle du château de Wallay;Situé sur la toiture de la chapelle Saint-Hubert, clocheton à haute toiture pointue, toujours pourvu d'une petite cloche.;Le château a été construit dans le dernier quart du 18e s. par le baron Antoine van der Straten. Il a été modernisé en style néo-gothique vers 1890 à la demande du châtelain Francis de Monge : tour, transformation d'une aile en chapelle, ajout de pignons à gradins, réamenagement des façades avant et arrière. Le plan de la tour date de novembre 1891, il a été réalisé par Julien Dony, ingénieur-architecte à Louvain  et élève de Joris Helleputte, architecte de l’église d’Ohey. ;Ohey;Ohey;Rue de Gesves, 192;50.423711;5.111324;Ohey-Cat2.6-ClochetonChâteauWallay-AD-01Ohey-Cat2.6-ClochetonChâteauWallay-AD-02;Ohey-Cat2.6-ClochetonChâteauWallay-AD
Coq de l'église Notre-Dame de l'Assomption ;""" Ponctuant le centre du village, église paroissiale construite en 1870-1871 selon les plans de l’architecte Jean-Lambert Blandot, à proximité de l’ancienne église devenue trop petite.(...) ""IPIC : 92097-INV-0001-02 Au sommet du clocher de l'édifice, composition qui assemble une croix (pas d'origine) et une girouette en volume estampée en forme de coq.";"Cette église a remplacé une autre, devenue trop petite : "" Le 27 juin 1777, Jean-Joseh Bonyver, un Andennais, est nommé curé à Haillot. Il y décèda le 5 juillet 1794 après 17 ans comme pasteur de la paroisse. En 1782, il fit bâtir l'ancienne église paroissiale (...) La population augmentant, l'église à trois travées devenue trop petite fut reconvertie en école primaire à la fin du 19e siècle. ""
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p. 13.
";Ohey;Haillot;Place de l'église;50.440199;5.1488;Haillot-Cat7.5-CoqEglise-AF-01Haillot-Cat7.5-CoqEglise-AF-02Haillot-Cat7.5-CoqEglise-AF-03;Haillot-Cat7.5-CoqEglise-AF
Coq de l'église Saint-Lambert;Installée au sommet de la courte flèche de la tour de l'église, bâtie vers 1893 sur les plans de l'architecte Louis Lange, composition fixée dans la toiture qui assemble un épi, une croix en fer forgé et une girouette en forme de coq. ;""" Pointant le centre du village au sein de l’ancien cimetière, édifice de tradition
classique élevé en grès sur un soubassement calcaire, sur une butte rocheuse à la
fin du 18e siècle. (...) Vers 1893, édifice réaménagé par l’adjonction d’une travée et d’une tour
selon les plans de l’architecte Louis Lange. (...) ""
IPIC : 92097-INV-0042-02";Ohey;Perwez;Rue curé Binet, 25;50.452983;5.171269;Perwez-Cat7.5-CoqEgliseStLambert-PG-01Perwez-Cat7.5-CoqEgliseStLambert-AF-01Perwez-Cat7.5-CoqEgliseStLambert-AF-02Perwez-Cat7.5-CoqEgliseStLambert-AF-03Perwez-Cat7.5-CoqEgliseStLambert-AF-04;Perwez-Cat7.5-CoqEgliseStLambert-PG
Coq de l'église Saint-Pierre;Installée au sommet du clocher de l'église, composition qui assemble une tige de fixation, un épi, une croix en fer forgé et une girouette estampée en forme de coq dont la patine vert-de-gris nous indique qu'il est en cuivre. ;""" Implantée au coeur stratégique du village, à proximité de la maison communale, de l’école et de la cure, église de style néo-gothique construite en 1890 par l’architecte Hellepute. Vaste édifice de plan principalement basilical, équipé d’une tour campanile (...) ""
IPIC 92097-INV-0052-02

Le 15 juillet 1889, la première pierre de l'église fut posée  par le bourgmestre Francis de Monge.  Le 1er coq de l’église Saint-Pierre, placé en 1890, est resté soudé en direction de Wallay jusqu’en 1972. Prévu au départ comme girouette ,il fut ainsi immobilisé la tête orientée vers Wallay pour remercier le bourgmestre Francis de Monge de la construction de l’église au centre du village (ndlr: et non au Gros d'Ohey où se trouvait l'ancienne église).
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.153.";Ohey;Ohey;Place Roi Baudouin, église;50.435667;5.120934;Ohey-Cat7.5-CoqEgliseStPierre-AD-01Ohey-Cat7.5-CoqEgliseStPierre-AD-02;Ohey-Cat7.5-CoqEgliseStPierre-AD
Croix;""" Installée à un carrefour, sur un piédestal en calcaire, intéressante croix en ferronnerie, probablement funéraire à l’origine et de la fin du 19e ou début du 20e siècle, qui supporte un Christ en fonte peinte. CS ""IPIC : 92097-INV-0147-01 La croix est également en fonte. ";Pas d'information trouvée;Ohey;Perwez;Rue Saint-Pierre et rue sur les Sarts + au croisement des;50.457836;5.170853;Perwez-Cat2.1-ChristEnCroix-PG-01Perwez-Cat2.1-ChristEnCroix-PG-02;Perwez-Cat2.1-ChristEnCroix-PG
Croix de fonte (2) du cimetière;Ensemble de trois croix en fonte situées en n°7 sur le document pdf annexé. L'une figure la Vierge, dans une couronne de fleurs. Les deux autres représentent le Christ en croix entouré de rayons. ;""" Dominant le centre du village où pointe l’église paroissiale, cimetière ceinturé de murs en moellons de calcaire qui s’accroche sur le versant du ruisseau de Lilot. Rendu à la nature depuis peu, cimetière qui abrite les monuments principaux en calcaire, de diverses inspirations, le long des murs - y subsistent quelques croix en fonte et deux chapelles funéraires jouxtant l’ancienne entrée, en contrebas. CS ""
IPIC : 92097-INV-0093-01";Ohey;Haillot;Rue de l'Eglise, 11 + en face;50.440698;5.15113;Haillot-Cat18-CroixDeFonte-MT-01Haillot-Cat18-CroixDeFonte-MT-02;Haillot-Cat18-CroixDeFonte-MT
Croix de l'église Notre-Dame de l'Assomption ;""" Ponctuant le centre du village, église paroissiale construite en 1870-1871 selon les plans de l’architecte Jean-Lambert Blandot, à proximité de l’ancienne église devenue trop petite. (...) ""IPIC : 92097-INV-0001-02 Croix en fer forgé fixée sur la toiture de l'église au-dessus du chœur. Décorée de motifs en fleur de lys.";Voir description;Ohey;Haillot;Place de l'église;50.440199;5.1488;Haillot-Cat2.1-CroixEglise-AF-01Haillot-Cat2.1-CroixEglise-AF-02;Haillot-Cat2.1-CroixEglise-AF
Croix d'occis de Nicolas Joseph;Isolée dans un champs, croix d'occis en calcaire, couchée et mutilée, dont un bras a été cassé anciennement et réparé à l'aide d'une agrafe en fer. Inscriptions difficilement lisibles dans sa totalité. Dessin de tête de mort gravé dans le bas. Les extrémités de la croix étaient incurvées comme en témoignent des parties intactes, à gauche et sur le dessus. La base de la croix semble évasée.  ;"Sur une carte IGN de 1963, aucune croix n'est signalée à l'endroit où se trouve cette croix d'occis. Par contre, une croix y est indiquée plus à l'Est, toujours au Nord du chemin empierré. Si l'on suppose qu'il s'agit de la même croix, on peut en conclure qu'elle a été déplacée (à vérifier).

A l'Atlas des chemins de 1841, le chemin empierré existait et portait le n°5.

"" Nicolas Joseph Henri  est tombé mort en 1769. C'était un moine de Faulx-les-Tombes. Je connais très bien cette croix et nous y faisons attention. "" 
Témoignage oral : André Deneil, propriétaire du terrain où se trouve la croix";Ohey;Ohey;Rue de Space, 8 + à environ 625 m, chemin empierré, accotement gauche, en plein champ  ;50.41827;5.109854;Ohey-Cat2.1-CroixOccisNicolasJoseph-AD-01Ohey-Cat2.1-CroixOccisNicolasJoseph-AD-02Ohey-Cat2.1-CroixOccisNicolasJoseph-AF-01àOhey-Cat2.1-CroixOccisNicolasJoseph-AF-10;Ohey-Cat2.1-CroixOccisNicolasJoseph-AD
Croix du calvaire du cimetière;Christ en croix du calvaire du cimetière situé au fond de l'allée centrale et dont le bâtiment a été transformé. Cimetière repris à l'IPIC sous la référence 92097-INV-0098-01;""" Légèrement à l’écart du centre du village, cimetière enclos de murs en brique, centré sur un monument commémoratif érigé par la commune d’Ohey à ses glorieux enfants morts pour la Patrie lors des deux Guerres mondiales, orné à l’arrière de la Flamme éternelle. Le long des allées, principalement le long des murs, monuments en calcaire de diverses inspirations : néo-gothique, néoclassique, rustique ou encore chapelle dont l’intérieur est conçu en rocaille. Angles à rue marqués par une importante chapelle funéraire ponctuée d’un dôme et à l’opposé, un monument de grande famille de facture plus simple. CS ""
IPIC : 92097-INV-0098-01";Ohey;Ohey;Rue Marteau + cimetière;50.439998;5.12969;Ohey-Cat2.1-CroixCalvaire-AF-01àOhey-Cat2.1-CroixCalvaire-AF-04;
Croix en fer forgé de l'église Saint-Pierre (1);"Au sommet et à l'extrémité de la toiture du chœur de l'édifice, croix en fer forgé fleurdelisée avec ""spirales végétales"" à la base.";""" Implantée au coeur stratégique du village, à proximité de la maison communale, de l’école et de la cure, église de style néo-gothique construite en 1890 par l’architecte Hellepute. Vaste édifice de plan principalement basilical, équipé d’une tour campanile (...) ""
IPIC 92097-INV-0052-02

Le 15 juillet 1889, la première pierre de l'église fut posée  par le bourgmestre Francis de Monge. Le montant fut adjugé à 60.539 francs. En remerciement, les paroissiens ont organisé une manifestation populaire grandiose en l’honneur du bourgmestre.
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.153.";Ohey;Ohey;Place Roi Baudouin, église;50.435916;5.121444;Ohey-Cat2.1-CroixFerEgliseStPierre1-AD-01Ohey-Cat2.1-CroixFerEgliseStPierre1-AD-02;Ohey-Cat2.1-CroixFerEgliseStPierre1-AD
Croix en fer forgé de l'église Saint-Pierre (2);Située au sommet de la façade-pignon de la chapelle dédidée à la Vierge, croix en fer forgé fleurdelisée.;""" Implantée au coeur stratégique du village, à proximité de la maison communale, de l’école et de la cure, église de style néo-gothique construite en 1890 par l’architecte Hellepute. Vaste édifice de plan principalement basilical, équipé d’une tour campanile (...) ""
IPIC 92097-INV-0052-02

Le 15 juillet 1889, la première pierre de l'église fut posée  par le bourgmestre Francis de Monge. Le montant fut adjugé à 60.539 francs. En remerciement, les paroissiens ont organisé une manifestation populaire grandiose en l’honneur du bourgmestre.
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.153.";Ohey;Ohey;Place Roi Baudouin, église;50.435916;5.121444;Ohey-Cat2.1-CroixFerEgliseStPierre2-AD-01Ohey-Cat2.1-CroixFerEgliseStPierre2-AD-02;Ohey-Cat2.1-CroixFerEgliseStPierre2-AD
Croix en pierre de l'église Saint-Pierre;Située au sommet de la façade-pignon de l'édifice, croix fleurdelisée dont le centre est entouré d'un cercle.;""" Implantée au coeur stratégique du village, à proximité de la maison communale, de l’école et de la cure, église de style néo-gothique construite en 1890 par l’architecte Hellepute. Vaste édifice de plan principalement basilical, équipé d’une tour campanile (...) ""
IPIC 92097-INV-0052-02

Le 15 juillet 1889, la première pierre de l'église fut posée  par le bourgmestre Francis de Monge. Le montant fut adjugé à 60.539 francs. En remerciement, les paroissiens ont organisé une manifestation populaire grandiose en l’honneur du bourgmestre.
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.153.";Ohey;Ohey;Place Roi Baudouin, église;50.435667;5.120934;Ohey-Cat2.1-CroixPierreEgliseStPierre-AD-01Ohey-Cat2.1-CroixPierreEgliseStPierre-AD-02;Ohey-Cat2.1-CroixPierreEgliseStPierre-AD
Croix funéraire (1573) - ancien cimetière;Croix en calcaire insérée dans le mur terminal de la petite sacristie de l'église Saint-Lambert. Elle est entièrement recouverte d'inscriptions et, dans le bas, est ornée d'un blason décoré par une herse, au centre, une fleur de lys à gauche (? à droite).;""" Pointant le centre du village au sein de l’ancien cimetière, édifice de tradition classique élevé en grès sur un soubassement calcaire, sur une butte rocheuse à la fin du 18e siècle. Haute mononef éclairée par (...). Dans le prolongement, petite sacristie dans les murs de laquelle sont insérées trois croix funéraires dont une de 1573 et une autre de 1608. (...) ""
IPIC : 92097-INV-0042-02";Ohey;Perwez;Rue curé Binet, 25 + mur de l'église ;50.452891;5.170796;Perwez-Cat18-CroixEglise1573-AF-01Perwez-Cat18-CroixEglise1573-AF-02;Perwez-Cat18-CroixEglise1573-AF
Croix funéraire illisible 1 - Ancien cimetière;Croix funéraire en calcaire insérée dans le mur de la petite sacristie de l'église Saint-Lambert, côté parvis.;""" Pointant le centre du village au sein de l’ancien cimetière, édifice de tradition classique élevé en grès sur un soubassement calcaire, sur une butte rocheuse à la fin du 18e siècle. Haute mononef éclairée par (...). Dans le prolongement, petite sacristie dans les murs de laquelle sont insérées trois croix funéraires dont une de 1573 et une autre de 1608. (...) ""
IPIC : 92097-INV-0042-04";Ohey;Perwez;Rue curé Binet , 25 + mur de l'église;50.452918;5.171103;Perwez-Cat18-CroixEgliseillisible1-AF-01Perwez-Cat18-CroixEgliseillisible1-AF-02;Perwez-Cat18-CroixEgliseillisible1-AF
Croix funéraire illisible 2  - ancien cimetière;Croix funéraire en calcaire insérée dans le mur de la petite sacristie de l'église Saint-Lambert, côté rue Grand Vivier. Sommet en mitre.;""" Pointant le centre du village au sein de l’ancien cimetière, édifice de tradition classique élevé en grès sur un soubassement calcaire, sur une butte rocheuse à la fin du 18e siècle. Haute mononef éclairée par (...). Dans le prolongement, petite sacristie dans les murs de laquelle sont insérées trois croix funéraires dont une de 1573 et une autre de 1608. (...) ""
IPIC : 92097-INV-0042-04";Ohey;Perwez;Rue curé Binet , 25 + mur de l'église;50.452918;5.171103;Perwez-Cat18-CroixEgliseIllisible2-AF-01Perwez-Cat18-CroixEgliseIllisible2-PG-01;Perwez-Cat18-CroixEgliseIllisible2-AF
Décrottoir de l'ancienne poste;A droite de la porte d'entrée de l'ancienne poste, large décrottoir en demi-cercle avec une barre de renfort au centre.;""" Bâtiment construit en 1910 par le facteur des postes Jean-Baptiste Simon qui le vendit à son employeur. ""
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.89.";Ohey;Ohey;Rue de Ciney + en face du n°88 ;50.43707;5.122946;Ohey-Cat18-DécrottoirAnciennePoste-AD-01Ohey-Cat18-DécrottoirAnciennePoste-AD-02;Ohey-Cat18-DécrottoirAnciennePoste-AD
Empèche- pipi de l'église Notre-Dame de l'Assomption ;""" Ponctuant le centre du village, église paroissiale construite en 1870-1871 selon les plans de l’architecte Jean-Lambert Blandot, à proximité de l’ancienne église devenue trop petite.(...) ""IPIC : 92097-INV-0001-02 Deux empèche-pipi en pierre calcaire, de chaque coté de l'entrée de l'église, intégrés au soubassement en moellons de même matériau. Coiffes de forme cônique.";"Cette église a remplacé une autre, devenue trop petite : "" Le 27 juin 1777, Jean-Joseh Bonyver, un Andennais, est nommé curé à Haillot. Il y décèda le 5 juillet 1794 après 17 ans comme pasteur de la paroisse. En 1782, il fit bâtir l'ancienne église paroissiale (...) La population augmentant, l'église à trois travées devenue trop petite fut reconvertie en école primaire à la fin du 19e siècle. ""
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p. 13.
";Ohey;Haillot;Place de l'église;50.4408;5.149181;Haillot-Cat9.5-EmpêchePipiEglise-MT-01Haillot-Cat9.5-EmpêchePipiEglise-AF-01Haillot-Cat9.5-EmpêchePipiEglise-AF-02;Haillot-Cat9.5-EmpêchePipiEglise-MT
